,epoch,model,weight sharing,auxiliary,train accuracy,train loss,test accuracy,test loss
7528,28,ResNet,True,True,0.792,38.36247944831848,0.757,1.8999066352844238
7529,29,ResNet,True,True,0.651,64.06412446498871,0.635,4.30640983581543
7530,30,ResNet,True,True,0.586,72.15162801742554,0.568,5.336335182189941
7531,31,ResNet,True,True,0.767,52.580037117004395,0.748,2.235586404800415
7532,32,ResNet,True,True,0.766,46.727813720703125,0.748,2.1536195278167725
7533,33,ResNet,True,True,0.768,44.00650179386139,0.753,2.081697940826416
7534,34,ResNet,True,True,0.769,45.48778569698334,0.736,2.2323009967803955
7535,35,ResNet,True,True,0.785,40.726162791252136,0.749,1.9557477235794067
7536,36,ResNet,True,True,0.796,37.531612396240234,0.767,1.8795942068099976
7537,37,ResNet,True,True,0.791,35.57515859603882,0.776,1.8298487663269043
7538,38,ResNet,True,True,0.818,42.958322286605835,0.773,1.7036882638931274
7539,39,ResNet,True,True,0.809,34.17223250865936,0.783,1.6710392236709595
7540,40,ResNet,True,True,0.806,32.14005124568939,0.769,1.6896603107452393
7541,41,ResNet,True,True,0.814,30.779592037200928,0.782,1.6935324668884277
7542,42,ResNet,True,True,0.817,29.60088801383972,0.802,1.5881073474884033
7543,43,ResNet,True,True,0.835,28.291452407836914,0.81,1.5455561876296997
7544,44,ResNet,True,True,0.845,26.79411554336548,0.801,1.499321460723877
7545,45,ResNet,True,True,0.839,25.792811691761017,0.805,1.4576587677001953
7546,46,ResNet,True,True,0.827,25.205939173698425,0.806,1.526360273361206
7547,47,ResNet,True,True,0.843,24.699923992156982,0.825,1.3848958015441895
7548,48,ResNet,True,True,0.873,23.80799776315689,0.807,1.322821855545044
7549,49,ResNet,True,True,0.871,23.013616144657135,0.818,1.2972497940063477
7550,50,ResNet,True,True,0.858,22.00890439748764,0.844,1.3041174411773682
7551,51,ResNet,True,True,0.858,21.112153470516205,0.823,1.3659096956253052
7552,52,ResNet,True,True,0.858,21.524493515491486,0.816,1.480078101158142
7553,53,ResNet,True,True,0.875,22.245569467544556,0.83,1.3301304578781128
7554,54,ResNet,True,True,0.875,19.76354092359543,0.829,1.3068090677261353
7555,55,ResNet,True,True,0.859,18.722436726093292,0.796,1.4244041442871094
7556,56,ResNet,True,True,0.893,18.794575095176697,0.842,1.2617307901382446
7557,57,ResNet,True,True,0.892,18.564986288547516,0.832,1.2912681102752686
7558,58,ResNet,True,True,0.849,18.58277028799057,0.799,1.5316143035888672
7559,59,ResNet,True,True,0.911,16.480246126651764,0.842,1.16690993309021
7560,60,ResNet,True,True,0.885,16.646682798862457,0.815,1.3159477710723877
7561,61,ResNet,True,True,0.901,15.226729333400726,0.819,1.3200206756591797
7562,62,ResNet,True,True,0.903,16.188263058662415,0.821,1.3440046310424805
7563,63,ResNet,True,True,0.904,14.658409178256989,0.823,1.2346174716949463
7564,64,ResNet,True,True,0.908,18.238316476345062,0.845,1.1760303974151611
7565,65,ResNet,True,True,0.895,14.304439306259155,0.839,1.2068474292755127
7566,66,ResNet,True,True,0.893,15.20731595158577,0.828,1.201316475868225
7567,67,ResNet,True,True,0.915,12.573792219161987,0.842,1.2394965887069702
7568,68,ResNet,True,True,0.929,11.881787598133087,0.837,1.1842217445373535
7569,69,ResNet,True,True,0.906,13.277478128671646,0.829,1.231724500656128
7570,70,ResNet,True,True,0.912,13.472009032964706,0.832,1.2055590152740479
7571,71,ResNet,True,True,0.894,14.573852181434631,0.845,1.2459044456481934
7572,72,ResNet,True,True,0.938,11.172710001468658,0.845,1.1500169038772583
7573,73,ResNet,True,True,0.917,18.752229124307632,0.844,1.2420917749404907
7574,74,ResNet,True,True,0.928,12.616112619638443,0.841,1.1350278854370117
7575,0,ResNet,True,True,0.491,147.7276849746704,0.461,5.200499057769775
7576,1,ResNet,True,True,0.472,101.78838157653809,0.493,4.973492622375488
7577,2,ResNet,True,True,0.503,98.06233882904053,0.519,4.80905818939209
7578,3,ResNet,True,True,0.506,95.08056640625,0.54,4.676388263702393
7579,4,ResNet,True,True,0.538,92.29445838928223,0.552,4.539923667907715
7580,5,ResNet,True,True,0.555,89.48068809509277,0.55,4.404015064239502
7581,6,ResNet,True,True,0.577,86.75325441360474,0.571,4.264208793640137
7582,7,ResNet,True,True,0.574,84.54716539382935,0.583,4.15504264831543
7583,8,ResNet,True,True,0.585,81.95214629173279,0.6,4.042595863342285
7584,9,ResNet,True,True,0.604,79.31986856460571,0.59,3.8411083221435547
7585,10,ResNet,True,True,0.586,77.53976249694824,0.625,3.7574622631073
7586,11,ResNet,True,True,0.611,75.72584509849548,0.625,3.5563089847564697
7587,12,ResNet,True,True,0.647,71.01049590110779,0.651,3.4023420810699463
7588,13,ResNet,True,True,0.634,67.68358945846558,0.647,3.2272586822509766
7589,14,ResNet,True,True,0.67,64.79481315612793,0.663,3.0770983695983887
7590,15,ResNet,True,True,0.67,60.710078716278076,0.685,2.8573944568634033
7591,16,ResNet,True,True,0.719,57.01418352127075,0.693,2.8354995250701904
7592,17,ResNet,True,True,0.689,54.76520252227783,0.682,2.770753860473633
7593,18,ResNet,True,True,0.721,51.75404620170593,0.711,2.5805068016052246
7594,19,ResNet,True,True,0.737,51.20129358768463,0.727,2.2819199562072754
7595,20,ResNet,True,True,0.75,46.31201648712158,0.737,2.2467682361602783
7596,21,ResNet,True,True,0.76,44.50632965564728,0.772,2.0800957679748535
7597,22,ResNet,True,True,0.723,91.18124949932098,0.719,2.6038265228271484
7598,23,ResNet,True,True,0.773,48.103652119636536,0.765,2.1081857681274414
7599,24,ResNet,True,True,0.78,42.58179533481598,0.776,1.9207661151885986
7600,25,ResNet,True,True,0.786,39.702853322029114,0.779,1.7991641759872437
7601,26,ResNet,True,True,0.793,37.512839674949646,0.78,1.8503667116165161
7602,27,ResNet,True,True,0.819,36.28197157382965,0.795,1.691433072090149
7603,28,ResNet,True,True,0.811,39.85863435268402,0.822,1.6853582859039307
7604,29,ResNet,True,True,0.823,38.52877151966095,0.817,1.5012139081954956
7605,30,ResNet,True,True,0.799,31.738221764564514,0.798,1.811956763267517
7606,31,ResNet,True,True,0.809,70.88061666488647,0.807,1.6414433717727661
7607,32,ResNet,True,True,0.839,32.88025164604187,0.829,1.4644073247909546
7608,33,ResNet,True,True,0.853,29.578022122383118,0.835,1.3713933229446411
7609,34,ResNet,True,True,0.837,28.466236114501953,0.813,1.4800865650177002
7610,35,ResNet,True,True,0.807,27.626189649105072,0.799,1.9525641202926636
7611,36,ResNet,True,True,0.864,29.169347763061523,0.838,1.218267798423767
7612,37,ResNet,True,True,0.701,25.42083114385605,0.713,4.183605194091797
7613,38,ResNet,True,True,0.685,820.3078422546387,0.693,3.8789048194885254
7614,39,ResNet,True,True,0.719,97.97450852394104,0.725,2.861035108566284
7615,40,ResNet,True,True,0.747,51.23403525352478,0.77,2.168992280960083
7616,41,ResNet,True,True,0.779,44.41606962680817,0.77,2.0365946292877197
7617,42,ResNet,True,True,0.814,40.75390625,0.79,1.9008206129074097
7618,43,ResNet,True,True,0.82,37.68835926055908,0.821,1.8439056873321533
7619,44,ResNet,True,True,0.826,35.480268716812134,0.806,1.7779840230941772
7620,45,ResNet,True,True,0.834,33.33077907562256,0.847,1.655313491821289
7621,46,ResNet,True,True,0.842,31.556331753730774,0.834,1.56901216506958
7622,47,ResNet,True,True,0.868,29.414403676986694,0.845,1.4364917278289795
7623,48,ResNet,True,True,0.865,27.88959491252899,0.857,1.3494516611099243
7624,49,ResNet,True,True,0.846,26.94117045402527,0.859,1.3081750869750977
7625,50,ResNet,True,True,0.871,25.542941212654114,0.854,1.2911385297775269
7626,51,ResNet,True,True,0.872,24.393783807754517,0.856,1.2181228399276733
7627,52,ResNet,True,True,0.872,22.93268620967865,0.867,1.1428747177124023
7628,53,ResNet,True,True,0.864,27.750192046165466,0.851,1.4061098098754883
7629,54,ResNet,True,True,0.88,24.643961250782013,0.861,1.247685194015503
7630,55,ResNet,True,True,0.887,23.151373028755188,0.849,1.2253773212432861
7631,56,ResNet,True,True,0.895,21.722233831882477,0.859,1.213072657585144
7632,57,ResNet,True,True,0.89,20.749536097049713,0.854,1.180121660232544
7633,58,ResNet,True,True,0.895,20.486303985118866,0.86,1.1629685163497925
7634,59,ResNet,True,True,0.898,19.83449935913086,0.858,1.1371153593063354
7635,60,ResNet,True,True,0.896,18.302043735980988,0.862,1.1456477642059326
7636,61,ResNet,True,True,0.904,19.42944324016571,0.874,1.1081973314285278
7637,62,ResNet,True,True,0.921,18.13370829820633,0.863,1.1117241382598877
7638,63,ResNet,True,True,0.914,15.485538065433502,0.854,1.1463559865951538
7639,64,ResNet,True,True,0.914,16.125467896461487,0.862,1.0945227146148682
7640,65,ResNet,True,True,0.923,16.30195116996765,0.871,1.054438591003418
7641,66,ResNet,True,True,0.913,14.717011213302612,0.879,1.0430409908294678
7642,67,ResNet,True,True,0.918,14.887958884239197,0.865,1.1329524517059326
7643,68,ResNet,True,True,0.942,14.86009818315506,0.853,1.109129548072815
7644,69,ResNet,True,True,0.927,15.421112954616547,0.873,1.1491703987121582
7645,70,ResNet,True,True,0.917,14.50941914319992,0.86,1.129805088043213
7646,71,ResNet,True,True,0.926,12.908226311206818,0.867,1.1697202920913696
7647,72,ResNet,True,True,0.933,12.094823628664017,0.868,1.0702061653137207
7648,73,ResNet,True,True,0.94,12.064811110496521,0.853,1.0915868282318115
7649,74,ResNet,True,True,0.944,12.647889196872711,0.868,1.1125836372375488
7650,0,ResNet,True,True,0.514,147.20158624649048,0.537,5.177656173706055
7651,1,ResNet,True,True,0.527,102.51677560806274,0.536,4.978633403778076
7652,2,ResNet,True,True,0.53,99.17239236831665,0.546,4.842144012451172
7653,3,ResNet,True,True,0.497,96.67438125610352,0.522,4.731799602508545
7654,4,ResNet,True,True,0.533,94.42594766616821,0.532,4.619963645935059
7655,5,ResNet,True,True,0.529,92.0885419845581,0.541,4.509098529815674
7656,6,ResNet,True,True,0.547,89.71711206436157,0.538,4.387086391448975
7657,7,ResNet,True,True,0.544,87.55631637573242,0.542,4.304694175720215
7658,8,ResNet,True,True,0.585,85.70116567611694,0.548,4.152050971984863
7659,9,ResNet,True,True,0.565,83.12103819847107,0.548,4.012325286865234
7660,10,ResNet,True,True,0.585,80.51144337654114,0.59,3.865086793899536
7661,11,ResNet,True,True,0.607,77.99404096603394,0.583,3.718014717102051
7662,12,ResNet,True,True,0.599,74.63850426673889,0.616,3.5805106163024902
7663,13,ResNet,True,True,0.621,71.02328824996948,0.614,3.444234609603882
7664,14,ResNet,True,True,0.596,67.85339117050171,0.592,4.019408702850342
7665,15,ResNet,True,True,0.652,64.59610724449158,0.637,3.093195676803589
7666,16,ResNet,True,True,0.663,61.08560490608215,0.645,2.904921054840088
7667,17,ResNet,True,True,0.67,60.929484367370605,0.618,3.0686192512512207
7668,18,ResNet,True,True,0.596,55.41001510620117,0.59,4.016513347625732
7669,19,ResNet,True,True,0.658,54.33448767662048,0.663,3.0683441162109375
7670,20,ResNet,True,True,0.621,51.16987204551697,0.613,3.613178253173828
7671,21,ResNet,True,True,0.694,50.168872356414795,0.702,2.340254068374634
7672,22,ResNet,True,True,0.699,47.951717376708984,0.724,2.421903371810913
7673,23,ResNet,True,True,0.575,45.12088322639465,0.592,4.512741565704346
7674,24,ResNet,True,True,0.761,48.16177558898926,0.73,2.1202635765075684
7675,25,ResNet,True,True,0.741,41.18105435371399,0.738,1.9798349142074585
7676,26,ResNet,True,True,0.718,41.11757552623749,0.727,1.9337693452835083
7677,27,ResNet,True,True,0.616,37.923733949661255,0.598,3.8822708129882812
7678,28,ResNet,True,True,0.76,38.851882100105286,0.731,1.824676513671875
7679,29,ResNet,True,True,0.746,34.7798947095871,0.697,2.240868091583252
7680,30,ResNet,True,True,0.717,34.31264078617096,0.733,2.3223185539245605
7681,31,ResNet,True,True,0.787,70.33634722232819,0.776,1.626163363456726
7682,32,ResNet,True,True,0.788,32.04444968700409,0.802,1.5680630207061768
7683,33,ResNet,True,True,0.792,31.22393488883972,0.781,1.497619867324829
7684,34,ResNet,True,True,0.784,28.448954105377197,0.788,1.5059186220169067
7685,35,ResNet,True,True,0.506,30.206568479537964,0.513,24.550737380981445
7686,36,ResNet,True,True,0.803,80.92495787143707,0.806,1.5634948015213013
7687,37,ResNet,True,True,0.813,27.467777729034424,0.82,1.4070929288864136
7688,38,ResNet,True,True,0.804,27.883986592292786,0.812,1.4375371932983398
7689,39,ResNet,True,True,0.831,25.21231472492218,0.818,1.2949998378753662
7690,40,ResNet,True,True,0.843,25.41214668750763,0.818,1.3197736740112305
7691,41,ResNet,True,True,0.771,38.46897256374359,0.803,1.948303461074829
7692,42,ResNet,True,True,0.847,25.94303333759308,0.825,1.2641645669937134
7693,43,ResNet,True,True,0.848,23.76249533891678,0.831,1.2464457750320435
7694,44,ResNet,True,True,0.821,21.976117968559265,0.824,1.3507745265960693
7695,45,ResNet,True,True,0.839,22.851980686187744,0.818,1.291884422302246
7696,46,ResNet,True,True,0.843,23.66342306137085,0.85,1.375331997871399
7697,47,ResNet,True,True,0.81,21.79295825958252,0.809,1.6504838466644287
7698,48,ResNet,True,True,0.801,37.59326547384262,0.813,1.600838541984558
7699,49,ResNet,True,True,0.835,25.091591477394104,0.832,1.2293891906738281
7700,50,ResNet,True,True,0.824,25.067673444747925,0.823,1.528898000717163
7701,51,ResNet,True,True,0.85,20.946298241615295,0.859,1.311110496520996
7702,52,ResNet,True,True,0.864,19.14556109905243,0.853,1.055412769317627
7703,53,ResNet,True,True,0.863,23.640798449516296,0.841,1.1727577447891235
7704,54,ResNet,True,True,0.867,16.961130142211914,0.842,1.0985777378082275
7705,55,ResNet,True,True,0.674,17.944263994693756,0.684,3.692640542984009
7706,56,ResNet,True,True,0.882,24.42668902873993,0.862,0.9582151174545288
7707,57,ResNet,True,True,0.701,46.955512046813965,0.73,4.575194835662842
7708,58,ResNet,True,True,0.892,26.677662670612335,0.875,0.959196925163269
7709,59,ResNet,True,True,0.898,15.701872169971466,0.855,0.9665580987930298
7710,60,ResNet,True,True,0.844,17.4834104180336,0.837,1.2289961576461792
7711,61,ResNet,True,True,0.482,74.89963865280151,0.497,108.65057373046875
7712,62,ResNet,True,True,0.625,725.5335536003113,0.624,2.5470850467681885
7713,63,ResNet,True,True,0.736,41.91634666919708,0.726,1.8292933702468872
7714,64,ResNet,True,True,0.793,39.302528619766235,0.768,1.6126654148101807
7715,65,ResNet,True,True,0.8,29.14657461643219,0.78,1.4365746974945068
7716,66,ResNet,True,True,0.804,25.954187035560608,0.788,1.5149322748184204
7717,67,ResNet,True,True,0.838,24.24496477842331,0.819,1.248978853225708
7718,68,ResNet,True,True,0.858,22.126956939697266,0.822,1.2189979553222656
7719,69,ResNet,True,True,0.567,21.33046019077301,0.562,6.311864376068115
7720,70,ResNet,True,True,0.842,85.64088797569275,0.821,1.298862338066101
7721,71,ResNet,True,True,0.877,21.071807384490967,0.837,1.1618144512176514
7722,72,ResNet,True,True,0.88,18.91743779182434,0.846,1.214759111404419
7723,73,ResNet,True,True,0.876,18.58017885684967,0.863,1.079063057899475
7724,74,ResNet,True,True,0.878,17.362927496433258,0.843,1.1624078750610352
7725,0,ResNet,True,True,0.555,146.96263217926025,0.544,5.153759956359863
7726,1,ResNet,True,True,0.555,101.88007974624634,0.542,4.958178997039795
7727,2,ResNet,True,True,0.523,98.49724197387695,0.537,4.817920684814453
7728,3,ResNet,True,True,0.538,96.09575033187866,0.531,4.702569007873535
7729,4,ResNet,True,True,0.54,93.75481271743774,0.536,4.594748020172119
7730,5,ResNet,True,True,0.551,91.6293716430664,0.541,4.493050575256348
7731,6,ResNet,True,True,0.552,89.3676404953003,0.543,4.376832485198975
7732,7,ResNet,True,True,0.553,87.2844729423523,0.543,4.269972324371338
7733,8,ResNet,True,True,0.579,85.2672610282898,0.557,4.126703262329102
7734,9,ResNet,True,True,0.57,82.87904524803162,0.587,3.9818601608276367
7735,10,ResNet,True,True,0.588,80.89570689201355,0.595,3.9279356002807617
7736,11,ResNet,True,True,0.617,77.69191217422485,0.605,3.775783061981201
7737,12,ResNet,True,True,0.621,74.25549077987671,0.615,3.5972893238067627
7738,13,ResNet,True,True,0.646,70.8285801410675,0.634,3.31115984916687
7739,14,ResNet,True,True,0.662,67.02261328697205,0.652,3.1405415534973145
7740,15,ResNet,True,True,0.664,63.69914722442627,0.656,3.085391044616699
7741,16,ResNet,True,True,0.682,61.375850439071655,0.69,2.8643884658813477
7742,17,ResNet,True,True,0.681,57.991493225097656,0.698,2.7689757347106934
7743,18,ResNet,True,True,0.681,61.627065896987915,0.695,2.711240291595459
7744,19,ResNet,True,True,0.723,52.58345055580139,0.696,2.5771474838256836
7745,20,ResNet,True,True,0.733,50.35330772399902,0.726,2.494760751724243
7746,21,ResNet,True,True,0.741,48.834028244018555,0.721,2.2968130111694336
7747,22,ResNet,True,True,0.574,466.1837866306305,0.568,12.99705696105957
7748,23,ResNet,True,True,0.68,89.06570625305176,0.689,2.7604808807373047
7749,24,ResNet,True,True,0.702,52.64166593551636,0.714,2.4625251293182373
7750,25,ResNet,True,True,0.74,48.431588649749756,0.722,2.2971532344818115
7751,26,ResNet,True,True,0.752,45.52571415901184,0.738,2.120120048522949
7752,27,ResNet,True,True,0.753,42.66683101654053,0.743,1.9976155757904053
7753,28,ResNet,True,True,0.769,40.68723464012146,0.757,1.882940411567688
7754,29,ResNet,True,True,0.794,39.1392502784729,0.773,1.8056366443634033
7755,30,ResNet,True,True,0.806,36.862149238586426,0.777,1.6674513816833496
7756,31,ResNet,True,True,0.813,34.59028172492981,0.813,1.6842689514160156
7757,32,ResNet,True,True,0.816,34.698752880096436,0.798,1.4981582164764404
7758,33,ResNet,True,True,0.851,32.04551351070404,0.824,1.4456472396850586
7759,34,ResNet,True,True,0.84,30.44293236732483,0.835,1.3685603141784668
7760,35,ResNet,True,True,0.849,40.05876958370209,0.821,1.5274958610534668
7761,36,ResNet,True,True,0.837,36.94651699066162,0.837,1.4005980491638184
7762,37,ResNet,True,True,0.857,28.45914351940155,0.847,1.294257402420044
7763,38,ResNet,True,True,0.862,25.482279419898987,0.818,1.3990696668624878
7764,39,ResNet,True,True,0.876,24.950106501579285,0.841,1.1948540210723877
7765,40,ResNet,True,True,0.835,25.110962986946106,0.814,1.5313807725906372
7766,41,ResNet,True,True,0.873,23.72994303703308,0.855,1.0546984672546387
7767,42,ResNet,True,True,0.547,24.91338759660721,0.534,150.4636993408203
7768,43,ResNet,True,True,0.561,159359.1378288269,0.556,3492.97216796875
7769,44,ResNet,True,True,0.561,31305.731384277344,0.556,591.6258544921875
7770,45,ResNet,True,True,0.561,83861.24641418457,0.556,5574.99462890625
7771,46,ResNet,True,True,0.561,68631.81616210938,0.556,1530.5162353515625
7772,47,ResNet,True,True,0.561,20546.00277709961,0.556,298.8593444824219
7773,48,ResNet,True,True,0.561,3042.501754760742,0.556,75.97003936767578
7774,49,ResNet,True,True,0.561,1682.2896690368652,0.556,69.85283660888672
7775,50,ResNet,True,True,0.561,1374.4930534362793,0.556,58.03578186035156
7776,51,ResNet,True,True,0.561,1348.875747680664,0.556,69.30618286132812
7777,52,ResNet,True,True,0.561,1100.1745109558105,0.556,64.22911071777344
7778,53,ResNet,True,True,0.561,1030.7309818267822,0.556,57.102664947509766
7779,54,ResNet,True,True,0.561,1034.5570793151855,0.556,52.372886657714844
7780,55,ResNet,True,True,0.561,1002.0712471008301,0.556,54.60507583618164
7781,56,ResNet,True,True,0.561,906.4466133117676,0.556,48.74866485595703
7782,57,ResNet,True,True,0.561,913.4682273864746,0.556,42.14201354980469
7783,58,ResNet,True,True,0.561,859.7109127044678,0.556,61.92867660522461
7784,59,ResNet,True,True,0.561,928.3540515899658,0.556,50.440208435058594
7785,60,ResNet,True,True,0.561,893.7973117828369,0.556,37.575233459472656
7786,61,ResNet,True,True,0.561,789.3193302154541,0.556,36.55134201049805
7787,62,ResNet,True,True,0.561,785.7402267456055,0.556,42.65254592895508
7788,63,ResNet,True,True,0.561,799.7677154541016,0.556,51.63236999511719
7789,64,ResNet,True,True,0.561,824.3592357635498,0.556,47.78790283203125
7790,65,ResNet,True,True,0.561,816.4896831512451,0.556,37.16678237915039
7791,66,ResNet,True,True,0.561,791.4805297851562,0.556,59.199974060058594
7792,67,ResNet,True,True,0.561,703.9792213439941,0.556,49.994667053222656
7793,68,ResNet,True,True,0.561,778.0909175872803,0.556,42.942840576171875
7794,69,ResNet,True,True,0.561,786.4094619750977,0.556,54.61667251586914
7795,70,ResNet,True,True,0.561,766.0049438476562,0.556,54.7686882019043
7796,71,ResNet,True,True,0.561,772.631757736206,0.556,37.77832794189453
7797,72,ResNet,True,True,0.561,746.5556526184082,0.556,39.20562744140625
7798,73,ResNet,True,True,0.561,761.7839603424072,0.556,44.6471061706543
7799,74,ResNet,True,True,0.561,697.6182346343994,0.556,37.403141021728516
7800,0,ResNet,True,True,0.555,149.7013177871704,0.56,5.161590576171875
7801,1,ResNet,True,True,0.554,101.46967363357544,0.552,4.953787326812744
7802,2,ResNet,True,True,0.556,97.95147895812988,0.552,4.793374061584473
7803,3,ResNet,True,True,0.553,95.07135820388794,0.549,4.653710842132568
7804,4,ResNet,True,True,0.579,92.31602191925049,0.562,4.5107245445251465
7805,5,ResNet,True,True,0.565,89.96783018112183,0.554,4.378781318664551
7806,6,ResNet,True,True,0.575,87.26997184753418,0.551,4.2408857345581055
7807,7,ResNet,True,True,0.583,84.7109649181366,0.572,4.105927467346191
7808,8,ResNet,True,True,0.582,82.96785640716553,0.584,4.131079196929932
7809,9,ResNet,True,True,0.586,80.47368931770325,0.583,3.898928642272949
7810,10,ResNet,True,True,0.563,77.67586708068848,0.594,3.985203742980957
7811,11,ResNet,True,True,0.58,74.5443069934845,0.623,3.6953775882720947
7812,12,ResNet,True,True,0.614,70.15739393234253,0.634,3.3465394973754883
7813,13,ResNet,True,True,0.665,66.38189959526062,0.651,3.1054601669311523
7814,14,ResNet,True,True,0.668,62.56532049179077,0.666,2.953221321105957
7815,15,ResNet,True,True,0.701,59.009021282196045,0.686,2.7451276779174805
7816,16,ResNet,True,True,0.702,63.31467270851135,0.685,2.767275333404541
7817,17,ResNet,True,True,0.724,54.13925647735596,0.727,2.5520730018615723
7818,18,ResNet,True,True,0.739,50.8867290019989,0.717,2.470266342163086
7819,19,ResNet,True,True,0.733,49.09370279312134,0.713,2.3124773502349854
7820,20,ResNet,True,True,0.72,47.956971645355225,0.73,2.2723350524902344
7821,21,ResNet,True,True,0.757,47.56775617599487,0.729,2.150085210800171
7822,22,ResNet,True,True,0.749,43.10090899467468,0.738,2.0833663940429688
7823,23,ResNet,True,True,0.777,49.393081307411194,0.758,2.000201463699341
7824,24,ResNet,True,True,0.768,39.360920667648315,0.763,2.014492988586426
7825,25,ResNet,True,True,0.776,38.53666079044342,0.765,1.9428975582122803
7826,26,ResNet,True,True,0.603,203.55185055732727,0.61,8.699536323547363
7827,27,ResNet,True,True,0.78,64.2341423034668,0.788,2.0203402042388916
7828,28,ResNet,True,True,0.807,37.83901584148407,0.785,1.809575080871582
7829,29,ResNet,True,True,0.786,34.63327133655548,0.809,1.6438766717910767
7830,30,ResNet,True,True,0.827,32.24205183982849,0.812,1.5338729619979858
7831,31,ResNet,True,True,0.824,35.08546984195709,0.824,1.4763188362121582
7832,32,ResNet,True,True,0.804,34.869861364364624,0.814,1.6818649768829346
7833,33,ResNet,True,True,0.825,28.568312287330627,0.814,1.4199981689453125
7834,34,ResNet,True,True,0.829,27.431405901908875,0.833,1.4044936895370483
7835,35,ResNet,True,True,0.832,35.539835929870605,0.833,1.3809208869934082
7836,36,ResNet,True,True,0.822,26.33732831478119,0.835,1.343986988067627
7837,37,ResNet,True,True,0.559,452.80625224113464,0.532,24.496826171875
7838,38,ResNet,True,True,0.709,134.75344610214233,0.695,2.899672746658325
7839,39,ResNet,True,True,0.754,51.1663818359375,0.753,2.1220245361328125
7840,40,ResNet,True,True,0.769,53.925546526908875,0.76,2.043609619140625
7841,41,ResNet,True,True,0.79,42.272722363471985,0.771,1.8183554410934448
7842,42,ResNet,True,True,0.8,39.035786867141724,0.78,1.7344250679016113
7843,43,ResNet,True,True,0.809,34.22365653514862,0.797,1.6405670642852783
7844,44,ResNet,True,True,0.829,31.95287275314331,0.817,1.4967589378356934
7845,45,ResNet,True,True,0.837,35.144773840904236,0.802,1.4305444955825806
7846,46,ResNet,True,True,0.858,27.388458251953125,0.834,1.3321161270141602
7847,47,ResNet,True,True,0.845,25.85969316959381,0.834,1.289597749710083
7848,48,ResNet,True,True,0.871,23.848731100559235,0.834,1.2035022974014282
7849,49,ResNet,True,True,0.879,22.322530508041382,0.838,1.2225871086120605
7850,50,ResNet,True,True,0.883,21.60884392261505,0.852,1.114730954170227
7851,51,ResNet,True,True,0.894,20.04913705587387,0.848,1.110175609588623
7852,52,ResNet,True,True,0.888,22.38621461391449,0.838,1.1663758754730225
7853,53,ResNet,True,True,0.891,18.795310497283936,0.846,1.056498408317566
7854,54,ResNet,True,True,0.912,17.278407037258148,0.845,1.0060278177261353
7855,55,ResNet,True,True,0.902,16.483489871025085,0.864,1.0340155363082886
7856,56,ResNet,True,True,0.909,15.814706206321716,0.861,1.0004909038543701
7857,57,ResNet,True,True,0.908,14.600181937217712,0.851,0.990231454372406
7858,58,ResNet,True,True,0.892,15.017019093036652,0.864,1.1033387184143066
7859,59,ResNet,True,True,0.915,14.34526515007019,0.851,0.9726818799972534
7860,60,ResNet,True,True,0.929,13.819236814975739,0.867,0.9349634051322937
