,epoch,train_loss,test_loss,train_accuracy,test_accuracy
35,35,46.902198791503906,103.15821075439453,0.969,0.929
36,36,46.47038269042969,103.02685546875,0.969,0.929
37,37,46.06301498413086,102.86334228515625,0.969,0.929
38,38,45.67107391357422,102.65965270996094,0.97,0.93
39,39,45.27262878417969,102.42243194580078,0.972,0.931
40,40,44.83907699584961,102.17900085449219,0.972,0.933
41,41,44.374874114990234,101.94242095947266,0.971,0.934
42,42,43.93377685546875,101.63348388671875,0.971,0.934
43,43,43.573020935058594,101.14521026611328,0.971,0.934
44,44,43.31526565551758,100.44835662841797,0.972,0.934
45,45,43.160743713378906,99.53807830810547,0.972,0.935
46,46,43.05354309082031,98.45272827148438,0.972,0.938
47,47,42.88765335083008,97.3271255493164,0.972,0.938
48,48,42.611873626708984,96.23921203613281,0.972,0.939
49,49,42.235435485839844,95.16998291015625,0.973,0.938
50,50,41.80025863647461,94.09539031982422,0.973,0.938
51,51,41.36029052734375,93.01771545410156,0.973,0.938
52,52,40.95272445678711,91.94857025146484,0.973,0.94
53,53,40.58624267578125,90.8956527709961,0.974,0.942
54,54,40.25295639038086,89.85504913330078,0.975,0.943
55,55,39.940738677978516,88.81391143798828,0.976,0.943
56,56,39.63893127441406,87.7560043334961,0.976,0.944
57,57,39.34003829956055,86.66643524169922,0.976,0.946
58,58,39.03965377807617,85.53462982177734,0.977,0.947
59,59,38.73624038696289,84.35550689697266,0.977,0.947
60,60,38.430946350097656,83.1300048828125,0.979,0.948
61,61,38.12786102294922,81.86810302734375,0.978,0.948
62,62,37.83344650268555,80.58781433105469,0.978,0.948
63,63,37.55567932128906,79.31334686279297,0.978,0.948
64,64,37.301395416259766,78.06472778320312,0.977,0.949
65,65,37.07459259033203,76.85331726074219,0.976,0.95
66,66,36.87578201293945,75.67935180664062,0.976,0.95
67,67,36.70347213745117,74.53885650634766,0.977,0.95
68,68,36.5552978515625,73.42737579345703,0.977,0.951
69,69,36.42843246459961,72.34188842773438,0.977,0.951
70,70,36.320045471191406,71.283203125,0.977,0.953
71,71,36.227088928222656,70.25279235839844,0.977,0.953
72,72,36.146018981933594,69.25257110595703,0.977,0.954
73,73,36.0731201171875,68.28359985351562,0.977,0.953
74,74,36.004547119140625,67.34539031982422,0.977,0.954
75,75,35.93670654296875,66.43730163574219,0.977,0.954
76,76,35.866676330566406,65.55876159667969,0.977,0.954
77,77,35.79273986816406,64.70980834960938,0.977,0.954
78,78,35.714134216308594,63.890838623046875,0.977,0.954
79,79,35.631343841552734,63.10283660888672,0.977,0.953
80,80,35.54557800292969,62.34761047363281,0.977,0.954
81,81,35.45900344848633,61.62678146362305,0.977,0.954
82,82,35.374412536621094,60.944313049316406,0.977,0.954
83,83,35.2956657409668,60.30771255493164,0.977,0.955
84,84,35.22856521606445,59.731651306152344,0.978,0.955
85,85,35.18266296386719,59.243961334228516,0.978,0.955
86,86,35.17416000366211,58.89139175415039,0.978,0.956
87,87,35.22617721557617,58.72803497314453,0.978,0.956
88,88,35.337467193603516,58.72007369995117,0.978,0.956
89,89,35.39849090576172,58.58659362792969,0.978,0.957
90,90,35.22468566894531,57.83907699584961,0.977,0.959
91,91,34.87327194213867,56.3786735534668,0.978,0.959
92,92,34.63485336303711,55.658355712890625,0.978,0.96
93,93,34.39350891113281,54.55862045288086,0.979,0.962
94,94,34.269996643066406,54.129791259765625,0.979,0.962
95,95,34.04905700683594,53.06336212158203,0.98,0.962
96,96,33.95278549194336,52.9271354675293,0.98,0.963
97,97,33.56768035888672,51.598838806152344,0.98,0.964
98,98,33.39977264404297,51.56012725830078,0.98,0.964
99,99,32.99053955078125,51.0804557800293,0.98,0.965
100,0,505.4798889160156,434.1594543457031,0.562,0.667
101,1,410.32012939453125,267.4776306152344,0.694,0.869
102,2,291.7326354980469,207.37786865234375,0.802,0.869
103,3,235.70314025878906,200.59153747558594,0.839,0.848
104,4,202.06658935546875,166.9193878173828,0.866,0.909
105,5,180.5437469482422,144.73312377929688,0.89,0.945
106,6,165.0279083251953,132.83335876464844,0.908,0.962
107,7,152.82569885253906,124.60619354248047,0.918,0.976
108,8,142.49795532226562,117.3508071899414,0.924,0.976
109,9,133.26052856445312,110.28765106201172,0.935,0.974
110,10,124.65354919433594,103.24972534179688,0.94,0.975
111,11,116.36016845703125,96.15839385986328,0.944,0.973
112,12,108.17839050292969,88.919189453125,0.943,0.977
113,13,100.19937896728516,81.57614135742188,0.948,0.978
114,14,92.90946197509766,74.4804458618164,0.951,0.981
115,15,86.85941314697266,68.2226791381836,0.955,0.976
116,16,82.30239868164062,63.283912658691406,0.957,0.976
117,17,79.13328552246094,59.698307037353516,0.959,0.973
118,18,76.93767547607422,57.02007293701172,0.957,0.972
119,19,75.22325134277344,54.78499984741211,0.958,0.973
120,20,73.705810546875,52.835784912109375,0.959,0.973
121,21,72.3013916015625,51.146724700927734,0.958,0.975
122,22,70.99202728271484,49.69595718383789,0.959,0.976
123,23,69.76876831054688,48.46641540527344,0.959,0.975
124,24,68.62200164794922,47.46040725708008,0.961,0.976
125,25,67.5380859375,46.686683654785156,0.962,0.976
126,26,66.4980239868164,46.08945846557617,0.963,0.976
127,27,65.4931411743164,45.463172912597656,0.963,0.976
128,28,64.55696868896484,44.59833908081055,0.963,0.978
129,29,63.740577697753906,43.5498046875,0.964,0.978
130,30,62.99094009399414,42.491458892822266,0.964,0.978
131,31,62.22735595703125,41.51731491088867,0.963,0.978
132,32,61.437076568603516,40.66084289550781,0.963,0.979
133,33,60.63756561279297,39.92448425292969,0.963,0.979
134,34,59.84343338012695,39.29497146606445,0.964,0.979
135,35,59.06319808959961,38.75536346435547,0.967,0.979
136,36,58.30348205566406,38.292152404785156,0.967,0.98
137,37,57.571720123291016,37.89992904663086,0.968,0.981
138,38,56.877323150634766,37.58340072631836,0.967,0.982
139,39,56.22977066040039,37.35531997680664,0.968,0.981
140,40,55.63697052001953,37.23073959350586,0.967,0.981
141,41,55.103294372558594,37.22138977050781,0.967,0.981
142,42,54.62873458862305,37.33274841308594,0.967,0.981
143,43,54.20779800415039,37.566429138183594,0.966,0.98
144,44,53.82933044433594,37.927330017089844,0.966,0.978
145,45,53.47621154785156,38.43524169921875,0.966,0.978
146,46,53.12642288208008,39.11616516113281,0.966,0.979
147,47,52.75952911376953,39.95881271362305,0.966,0.978
148,48,52.36991882324219,40.87099075317383,0.966,0.977
149,49,51.973941802978516,41.7111930847168,0.965,0.976
150,50,51.597869873046875,42.39565658569336,0.964,0.976
151,51,51.25871658325195,42.988948822021484,0.965,0.977
152,52,50.96419906616211,43.66986846923828,0.965,0.977
153,53,50.72346115112305,44.623191833496094,0.966,0.976
154,54,50.5475959777832,45.93324279785156,0.966,0.975
155,55,50.430057525634766,47.43691635131836,0.967,0.973
156,56,50.319419860839844,48.811038970947266,0.967,0.972
157,57,50.14521026611328,49.85900115966797,0.967,0.972
158,58,49.86677169799805,50.51815414428711,0.967,0.971
159,59,49.49266815185547,50.79098129272461,0.968,0.971
160,60,49.08452606201172,50.81671142578125,0.969,0.972
161,61,48.684810638427734,50.773109436035156,0.97,0.972
162,62,48.28041458129883,50.72224807739258,0.97,0.972
163,63,47.85365295410156,50.679725646972656,0.969,0.972
164,64,47.440673828125,50.736610412597656,0.97,0.97
165,65,47.22940444946289,51.306312561035156,0.971,0.97
166,66,46.861106872558594,51.438419342041016,0.97,0.969
167,67,46.80098342895508,52.180145263671875,0.971,0.968
168,68,46.66956329345703,52.99686813354492,0.97,0.967
169,69,48.60118103027344,55.514930725097656,0.97,0.966
170,70,46.61452102661133,54.14369201660156,0.971,0.967
171,71,45.15985107421875,53.93330001831055,0.974,0.967
172,72,44.146446228027344,53.99991226196289,0.977,0.967
173,73,43.4351806640625,54.28120422363281,0.977,0.967
174,74,42.85348129272461,54.25733947753906,0.976,0.967
175,75,42.15287780761719,51.52601623535156,0.978,0.969
176,76,41.11374282836914,40.34690856933594,0.978,0.975
177,77,43.549842834472656,56.41508483886719,0.973,0.964
178,78,41.242591857910156,47.37565612792969,0.977,0.972
179,79,47.959716796875,57.15960693359375,0.971,0.966
180,80,40.396480560302734,51.421714782714844,0.978,0.969
181,81,46.26023483276367,59.39004898071289,0.972,0.956
182,82,40.29524612426758,50.93564224243164,0.977,0.969
183,83,45.44087600708008,55.23969650268555,0.973,0.962
184,84,39.79342269897461,50.9255485534668,0.977,0.968
185,85,40.859619140625,55.580196380615234,0.976,0.962
186,86,41.43931579589844,49.67695236206055,0.975,0.969
187,87,45.80112075805664,61.46563720703125,0.973,0.957
188,88,39.59514236450195,47.31952667236328,0.978,0.971
189,89,41.82622528076172,53.95279312133789,0.976,0.962
190,90,38.87028503417969,46.79060363769531,0.978,0.969
191,91,43.53486251831055,50.09879684448242,0.974,0.965
192,92,38.318058013916016,47.337562561035156,0.978,0.97
193,93,38.218997955322266,46.450923919677734,0.979,0.974
194,94,41.047725677490234,45.53179168701172,0.977,0.972
195,95,41.12070083618164,49.77241516113281,0.98,0.968
196,96,38.86521530151367,51.56607437133789,0.979,0.966
197,97,41.77296447753906,46.90736389160156,0.975,0.973
198,98,38.547607421875,52.33866882324219,0.98,0.966
199,99,38.67692565917969,52.87697219848633,0.978,0.967
200,0,531.5302734375,439.06671142578125,0.562,0.661
201,1,448.2207336425781,339.4399719238281,0.651,0.702
202,2,340.14276123046875,335.8326110839844,0.751,0.724
203,3,258.60296630859375,249.94015502929688,0.828,0.832
204,4,216.3614044189453,187.6404571533203,0.864,0.893
205,5,189.28736877441406,157.5483856201172,0.884,0.916
206,6,168.95309448242188,139.15853881835938,0.898,0.934
207,7,153.0972137451172,125.34439849853516,0.91,0.938
208,8,140.04336547851562,114.1113052368164,0.919,0.939
209,9,128.8827362060547,104.88569641113281,0.925,0.942
210,10,119.48487091064453,97.37223052978516,0.929,0.942
211,11,112.02242279052734,91.32134246826172,0.932,0.942
212,12,106.43472290039062,86.48503112792969,0.933,0.943
213,13,102.07540130615234,82.68781280517578,0.93,0.946
214,14,98.26338958740234,79.8009033203125,0.932,0.945
215,15,94.7472915649414,77.64546966552734,0.933,0.95
216,16,91.4634017944336,76.00128936767578,0.934,0.951
217,17,88.39916229248047,74.68058776855469,0.939,0.952
218,18,85.56683349609375,73.58666229248047,0.942,0.952
219,19,82.97592163085938,72.70050811767578,0.946,0.953
220,20,80.63526153564453,72.01081085205078,0.95,0.956
221,21,78.51814270019531,71.48167419433594,0.948,0.957
222,22,76.55362701416016,71.07206726074219,0.951,0.956
223,23,74.67861938476562,70.74810028076172,0.952,0.957
224,24,72.88322448730469,70.4857177734375,0.953,0.956
225,25,71.22712707519531,70.29297637939453,0.954,0.956
226,26,69.72705078125,70.21920013427734,0.954,0.956
227,27,68.24309539794922,70.30142974853516,0.955,0.953
228,28,66.67694854736328,70.53193664550781,0.957,0.952
229,29,65.0944595336914,70.91414642333984,0.958,0.952
230,30,63.58206558227539,71.45244598388672,0.96,0.951
231,31,62.17090606689453,72.10775756835938,0.962,0.95
232,32,60.888824462890625,72.84618377685547,0.965,0.95
233,33,59.76158142089844,73.6910400390625,0.966,0.95
234,34,58.79131317138672,74.69570922851562,0.967,0.949
235,35,57.9896240234375,75.85584259033203,0.967,0.948
236,36,57.374053955078125,77.08502197265625,0.966,0.945
237,37,56.925872802734375,78.28353118896484,0.967,0.944
238,38,56.603363037109375,79.39270782470703,0.968,0.944
239,39,56.36941909790039,80.39453125,0.968,0.943
240,40,56.196311950683594,81.29752349853516,0.969,0.944
241,41,56.06324768066406,82.12477111816406,0.969,0.944
242,42,55.95547866821289,82.90345764160156,0.968,0.941
243,43,55.86391067504883,83.658203125,0.967,0.94
244,44,55.78419494628906,84.40725708007812,0.968,0.939
245,45,55.715511322021484,85.16152954101562,0.966,0.938
246,46,55.659080505371094,85.92791748046875,0.964,0.936
247,47,55.616817474365234,86.71287536621094,0.965,0.936
248,48,55.590110778808594,87.52616882324219,0.966,0.938
249,49,55.5775146484375,88.3742904663086,0.964,0.937
250,50,55.57033157348633,89.23869323730469,0.965,0.937
251,51,55.547698974609375,90.06401824951172,0.965,0.936
252,52,55.48478698730469,90.7879867553711,0.964,0.935
253,53,55.376914978027344,91.35585021972656,0.963,0.936
254,54,55.24190902709961,91.71331787109375,0.962,0.936
255,55,55.07392501831055,91.88704681396484,0.962,0.935
256,56,54.805763244628906,92.13262176513672,0.962,0.935
257,57,54.47077560424805,92.68402099609375,0.963,0.937
258,58,54.120697021484375,93.5390625,0.964,0.937
259,59,53.714717864990234,94.52577209472656,0.964,0.935
260,60,53.321372985839844,95.66191101074219,0.964,0.933
261,61,52.962486267089844,97.16643524169922,0.962,0.93
262,62,52.483741760253906,98.5156478881836,0.964,0.928
263,63,50.491024017333984,97.96891784667969,0.966,0.928
264,64,52.032535552978516,97.694091796875,0.963,0.928
265,65,52.07263946533203,98.68939208984375,0.963,0.928
266,66,47.776771545410156,95.74986267089844,0.969,0.932
267,67,51.29446792602539,91.72432708740234,0.965,0.935
268,68,53.663963317871094,99.95905303955078,0.961,0.927
269,69,46.271522521972656,97.53443145751953,0.966,0.928
270,70,45.32605743408203,88.08672332763672,0.969,0.936
271,71,50.80417251586914,100.03355407714844,0.963,0.928
272,72,45.469322204589844,97.41715240478516,0.966,0.928
273,73,44.61577606201172,95.464599609375,0.969,0.931
274,74,45.218841552734375,90.57661437988281,0.971,0.936
275,75,48.907840728759766,100.24765014648438,0.964,0.926
276,76,44.44994354248047,98.80950164794922,0.967,0.929
277,77,43.90988540649414,97.76342010498047,0.967,0.93
278,78,42.931114196777344,92.09754943847656,0.971,0.936
279,79,47.85231399536133,86.39176940917969,0.967,0.938
280,80,52.15608215332031,105.82685089111328,0.962,0.926
281,81,44.182777404785156,98.36265563964844,0.969,0.931
282,82,42.715084075927734,98.07612609863281,0.968,0.931
283,83,41.27389144897461,89.69642639160156,0.973,0.939
284,84,48.61800765991211,80.7926025390625,0.965,0.944
285,85,46.560585021972656,105.25493621826172,0.967,0.928
286,86,41.53458023071289,99.5799789428711,0.973,0.928
287,87,41.34086990356445,80.66737365722656,0.974,0.945
288,88,52.45294189453125,98.74053955078125,0.961,0.93
289,89,40.588722229003906,97.95613861083984,0.975,0.931
290,90,46.362152099609375,97.30593872070312,0.97,0.937
291,91,45.03633117675781,96.59387969970703,0.97,0.936
292,92,43.216583251953125,79.68352508544922,0.973,0.944
293,93,42.64082717895508,82.42597198486328,0.971,0.944
294,94,42.62106704711914,85.81499481201172,0.971,0.941
295,95,43.60862731933594,85.63198852539062,0.972,0.941
296,96,44.04029846191406,106.57662963867188,0.969,0.929
297,97,45.017051696777344,102.50564575195312,0.97,0.926
298,98,38.1473388671875,85.20580291748047,0.977,0.941
299,99,42.16326141357422,91.83052062988281,0.972,0.941
300,0,527.989013671875,416.1161804199219,0.577,0.622
301,1,411.3081359863281,264.74627685546875,0.689,0.832
302,2,304.489013671875,272.8243103027344,0.803,0.815
303,3,232.07232666015625,250.28228759765625,0.859,0.837
304,4,198.8151397705078,220.76150512695312,0.882,0.858
305,5,176.14938354492188,199.8653564453125,0.895,0.877
306,6,158.96458435058594,183.75027465820312,0.909,0.885
307,7,144.7235870361328,170.05856323242188,0.917,0.895
308,8,132.4329376220703,158.14212036132812,0.927,0.904
309,9,121.7403564453125,148.08782958984375,0.929,0.908
310,10,112.54997253417969,139.9019012451172,0.932,0.915
311,11,104.7769546508789,133.20046997070312,0.938,0.919
312,12,98.18843078613281,127.55307006835938,0.945,0.923
313,13,92.5036392211914,122.73009490966797,0.946,0.923
314,14,87.56629180908203,118.61921691894531,0.95,0.928
315,15,83.33102416992188,115.12425994873047,0.951,0.935
316,16,79.75962829589844,112.14208984375,0.954,0.938
317,17,76.7671127319336,109.57583618164062,0.957,0.941
318,18,74.23628234863281,107.34456634521484,0.957,0.941
319,19,72.05309295654297,105.39718627929688,0.958,0.941
320,20,70.12714385986328,103.72271728515625,0.961,0.942
321,21,68.39469909667969,102.33712768554688,0.962,0.942
322,22,66.81433868408203,101.25869750976562,0.963,0.942
323,23,65.36286926269531,100.49410247802734,0.962,0.943
324,24,64.02961730957031,100.0345458984375,0.963,0.943
325,25,62.80845642089844,99.84856414794922,0.962,0.941
326,26,61.69071960449219,99.87531280517578,0.962,0.943
327,27,60.66178512573242,100.03153991699219,0.963,0.943
328,28,59.7030143737793,100.23383331298828,0.962,0.942
329,29,58.7967414855957,100.41913604736328,0.963,0.942
330,30,57.930484771728516,100.55086517333984,0.963,0.942
331,31,57.098724365234375,100.61430358886719,0.963,0.943
332,32,56.301788330078125,100.61073303222656,0.963,0.942
333,33,55.543113708496094,100.55366516113281,0.962,0.941
334,34,54.826080322265625,100.46469116210938,0.963,0.941
335,35,54.15171432495117,100.3691177368164,0.965,0.943
336,36,53.517974853515625,100.29006958007812,0.966,0.943
337,37,52.92079544067383,100.24539184570312,0.968,0.942
338,38,52.35529708862305,100.24642181396484,0.969,0.942
339,39,51.81695556640625,100.29791259765625,0.968,0.942
340,40,51.30194854736328,100.39817810058594,0.968,0.943
341,41,50.80681610107422,100.54075622558594,0.969,0.942
342,42,50.328285217285156,100.7148666381836,0.97,0.942
343,43,49.86275100708008,100.90545654296875,0.971,0.942
344,44,49.405975341796875,101.09418487548828,0.973,0.943
345,45,48.95323181152344,101.25949096679688,0.974,0.943
346,46,48.49959182739258,101.38037872314453,0.975,0.943
347,47,48.040653228759766,101.43753814697266,0.975,0.943
348,48,47.573368072509766,101.41651153564453,0.975,0.944
349,49,47.096397399902344,101.30612182617188,0.975,0.943
350,50,46.60990524291992,101.0963134765625,0.975,0.944
351,51,46.11502456665039,100.7784652709961,0.975,0.943
352,52,45.61347961425781,100.3443832397461,0.976,0.943
353,53,45.10746383666992,99.78654479980469,0.977,0.942
354,54,44.59982681274414,99.09628295898438,0.977,0.942
355,55,44.09416580200195,98.25870513916016,0.977,0.942
356,56,43.59464645385742,97.25074768066406,0.978,0.942
357,57,43.10589599609375,96.033935546875,0.978,0.943
358,58,42.632354736328125,94.54326629638672,0.978,0.945
359,59,42.17730712890625,92.65613555908203,0.977,0.946
360,60,41.74139404296875,90.13554382324219,0.979,0.946
361,61,41.31781768798828,86.65452575683594,0.979,0.947
362,62,40.9559440612793,83.75175476074219,0.979,0.948
363,63,41.04429244995117,83.94342803955078,0.977,0.948
364,64,40.816654205322266,83.17579650878906,0.978,0.949
365,65,40.38994216918945,80.76998138427734,0.978,0.951
366,66,40.220420837402344,80.11756896972656,0.979,0.951
367,67,39.890289306640625,78.9981689453125,0.98,0.952
368,68,39.47928237915039,77.64153289794922,0.979,0.952
369,69,39.176151275634766,76.89680480957031,0.98,0.952
370,70,38.78034210205078,76.4044418334961,0.98,0.952
371,71,38.03851318359375,77.8218002319336,0.981,0.952
372,72,36.850223541259766,80.64990997314453,0.982,0.953
373,73,41.80059051513672,78.31138610839844,0.977,0.955
374,74,38.53517150878906,74.37374877929688,0.979,0.956
375,75,38.25775146484375,73.45136260986328,0.98,0.953
376,76,35.24850845336914,77.76424407958984,0.982,0.952
377,77,39.20689010620117,70.57453918457031,0.98,0.954
378,78,35.02294158935547,73.6357421875,0.982,0.956
379,79,37.63112258911133,73.78826141357422,0.981,0.953
380,80,35.061119079589844,70.9352035522461,0.985,0.955
381,81,36.47039031982422,70.58702850341797,0.982,0.955
382,82,34.832069396972656,68.29698181152344,0.983,0.955
383,83,36.09265899658203,69.96266174316406,0.983,0.954
384,84,35.8261604309082,68.58362579345703,0.981,0.955
385,85,35.26219177246094,68.19772338867188,0.983,0.954
386,86,35.46001434326172,65.35684204101562,0.982,0.96
387,87,36.245052337646484,70.02415466308594,0.981,0.955
388,88,35.963993072509766,65.83258819580078,0.981,0.956
389,89,34.953460693359375,68.1258773803711,0.981,0.954
390,90,39.70084762573242,59.88528823852539,0.977,0.962
391,91,34.0278434753418,62.948848724365234,0.982,0.962
392,92,35.45677947998047,66.49994659423828,0.979,0.958
393,93,34.525821685791016,60.46803283691406,0.981,0.963
394,94,34.52090072631836,67.70332336425781,0.98,0.956
395,95,33.68148422241211,56.39632797241211,0.982,0.963
396,96,34.57052230834961,68.12277221679688,0.981,0.958
397,97,34.35527801513672,56.213706970214844,0.981,0.965
398,98,33.090980529785156,64.52813720703125,0.982,0.957
399,99,33.17851257324219,52.753662109375,0.982,0.965
400,0,499.0906982421875,427.0559997558594,0.56,0.534
401,1,413.87579345703125,244.44955444335938,0.668,0.86
402,2,312.61614990234375,344.81011962890625,0.796,0.75
403,3,247.8392791748047,307.5516357421875,0.838,0.795
404,4,206.5936737060547,216.80380249023438,0.878,0.855
405,5,178.0044403076172,180.864501953125,0.895,0.878
406,6,157.40357971191406,160.0854949951172,0.913,0.89
407,7,142.2227325439453,143.1689910888672,0.924,0.9
408,8,130.36862182617188,128.5975341796875,0.928,0.909
409,9,120.64884185791016,115.82190704345703,0.936,0.921
410,10,112.78290557861328,100.60091400146484,0.941,0.929
411,11,106.26535034179688,84.77687072753906,0.942,0.947
412,12,100.55011749267578,74.7754135131836,0.943,0.956
413,13,95.66410827636719,70.0785903930664,0.941,0.96
414,14,90.71630096435547,67.76712036132812,0.949,0.962
415,15,84.68408966064453,66.7656478881836,0.952,0.962
416,16,79.2684097290039,67.3788833618164,0.952,0.961
417,17,75.95230102539062,72.65127563476562,0.956,0.952
418,18,76.44725799560547,80.19727325439453,0.956,0.942
419,19,77.91851043701172,84.0364990234375,0.945,0.936
420,20,77.76468658447266,82.72826385498047,0.948,0.941
421,21,76.48039245605469,79.20147705078125,0.945,0.949
422,22,74.8757553100586,75.60515594482422,0.947,0.952
423,23,73.31399536132812,72.6575927734375,0.947,0.954
424,24,72.04257202148438,70.66650390625,0.947,0.958
425,25,71.0905990600586,69.58910369873047,0.948,0.959
426,26,70.43838500976562,68.92060852050781,0.95,0.96
427,27,69.90007019042969,68.6539535522461,0.951,0.953
428,28,69.30187225341797,68.98930358886719,0.952,0.954
429,29,68.58106994628906,69.99369812011719,0.951,0.954
430,30,67.76408386230469,71.74061584472656,0.951,0.951
431,31,66.91941833496094,74.333740234375,0.953,0.948
432,32,66.10152435302734,77.68209838867188,0.954,0.949
433,33,65.34172821044922,81.45732116699219,0.955,0.949
434,34,64.67440795898438,85.29303741455078,0.956,0.945
435,35,64.11424255371094,88.91938781738281,0.955,0.941
436,36,63.649009704589844,92.1458740234375,0.953,0.935
437,37,63.264461517333984,94.769775390625,0.953,0.931
438,38,62.9487190246582,96.51687622070312,0.953,0.927
439,39,62.67337417602539,97.07215118408203,0.956,0.927
440,40,62.37565231323242,96.23640441894531,0.958,0.927
441,41,61.979820251464844,94.23387145996094,0.956,0.93
442,42,61.47433853149414,91.64138793945312,0.96,0.931
443,43,60.895355224609375,88.78876495361328,0.96,0.933
444,44,60.26702880859375,85.80142211914062,0.962,0.939
445,45,59.59130859375,82.8333740234375,0.962,0.943
446,46,58.85848617553711,80.11363220214844,0.961,0.945
447,47,58.05924987792969,77.965576171875,0.961,0.946
448,48,57.185733795166016,76.82417297363281,0.961,0.948
449,49,56.23304748535156,76.9999771118164,0.963,0.948
450,50,55.222984313964844,78.12535095214844,0.965,0.947
451,51,54.23860168457031,80.59493255615234,0.967,0.945
452,52,53.48432159423828,83.70655059814453,0.965,0.943
453,53,52.97736740112305,84.37809753417969,0.965,0.942
454,54,52.4289436340332,82.75028228759766,0.965,0.943
455,55,51.77800750732422,79.10250091552734,0.967,0.949
456,56,50.98177719116211,73.84508514404297,0.967,0.95
457,57,50.29914474487305,70.69502258300781,0.968,0.95
458,58,49.562198638916016,66.5185317993164,0.97,0.952
459,59,50.207359313964844,59.25541305541992,0.97,0.96
460,60,48.0916633605957,58.30440139770508,0.973,0.961
461,61,52.011009216308594,60.04295349121094,0.964,0.96
462,62,48.56433868408203,57.463096618652344,0.971,0.96
463,63,51.270042419433594,57.256717681884766,0.964,0.964
464,64,46.89218521118164,55.90997314453125,0.972,0.959
465,65,50.73523712158203,53.87895584106445,0.968,0.964
466,66,46.776065826416016,53.99340057373047,0.97,0.96
467,67,50.36061477661133,52.84287643432617,0.968,0.96
468,68,46.70944595336914,52.41875076293945,0.97,0.962
469,69,49.97444534301758,53.356712341308594,0.97,0.96
470,70,46.26533889770508,50.94978332519531,0.972,0.962
471,71,48.92243576049805,53.654170989990234,0.97,0.96
472,72,44.83042907714844,50.38120651245117,0.974,0.962
473,73,48.357017517089844,53.17584228515625,0.972,0.961
474,74,45.16562271118164,48.997615814208984,0.975,0.964
475,75,45.54462814331055,48.101654052734375,0.973,0.963
476,76,45.945072174072266,49.60211944580078,0.972,0.963
477,77,43.68788528442383,52.22633361816406,0.973,0.96
478,78,45.79879379272461,46.55203628540039,0.973,0.965
479,79,44.707340240478516,47.93757247924805,0.972,0.963
480,80,45.195980072021484,47.86444091796875,0.973,0.962
481,81,43.08294677734375,50.75165939331055,0.971,0.963
482,82,43.31826400756836,57.830562591552734,0.97,0.957
483,83,43.798221588134766,51.77007293701172,0.97,0.96
484,84,43.38666534423828,52.97198486328125,0.971,0.958
485,85,43.73627471923828,50.888431549072266,0.969,0.962
486,86,41.11315155029297,52.66231918334961,0.97,0.959
487,87,42.953819274902344,39.48551940917969,0.972,0.973
488,88,42.77972412109375,51.09498596191406,0.97,0.965
489,89,41.49796676635742,38.90547180175781,0.974,0.973
490,90,41.06266784667969,51.655147552490234,0.972,0.963
491,91,41.58359909057617,39.08787155151367,0.972,0.975
492,92,39.64829635620117,41.50192642211914,0.973,0.972
493,93,40.148441314697266,40.29544448852539,0.975,0.972
494,94,41.8575439453125,50.050933837890625,0.972,0.968
495,95,44.157264709472656,37.7669792175293,0.972,0.974
496,96,40.82959747314453,42.76171112060547,0.973,0.969
497,97,40.89280700683594,42.80123519897461,0.974,0.969
498,98,38.67128372192383,42.19855499267578,0.976,0.968
