,epoch,train_loss,test_loss,train_accuracy,test_accuracy
213,13,79.19146728515625,136.59886169433594,0.961,0.93
214,14,68.89908599853516,50.84029769897461,0.957,0.963
215,15,49.89085006713867,230.5405731201172,0.973,0.868
216,16,68.19425201416016,39.29180145263672,0.962,0.977
217,17,45.79883575439453,41.317161560058594,0.974,0.975
218,18,49.79087829589844,141.25411987304688,0.967,0.919
219,19,62.69667053222656,52.644535064697266,0.968,0.961
220,20,58.465057373046875,224.38966369628906,0.965,0.869
221,21,62.528663635253906,128.296875,0.966,0.912
222,22,60.024658203125,41.477867126464844,0.963,0.976
223,23,40.823211669921875,62.87999725341797,0.98,0.963
224,24,34.88557815551758,43.967567443847656,0.982,0.976
225,25,48.85768127441406,109.11907958984375,0.972,0.927
226,26,52.20790481567383,200.1956024169922,0.966,0.878
227,27,48.83285140991211,37.70844268798828,0.971,0.977
228,28,40.60300827026367,55.06188201904297,0.976,0.963
229,29,46.59074783325195,47.67799377441406,0.971,0.966
230,30,32.48405456542969,46.51742935180664,0.981,0.965
231,31,35.51511001586914,41.28409957885742,0.982,0.973
232,32,34.87446975708008,48.94281005859375,0.978,0.968
233,33,37.271209716796875,60.606605529785156,0.977,0.959
234,34,30.702051162719727,43.263057708740234,0.983,0.971
235,35,38.257205963134766,34.52200698852539,0.979,0.981
236,36,34.47544479370117,148.5994415283203,0.976,0.928
237,37,49.684181213378906,48.64389419555664,0.97,0.971
238,38,34.70178985595703,31.59617042541504,0.979,0.978
239,39,33.654483795166016,40.82261657714844,0.979,0.975
240,40,31.314167022705078,52.493656158447266,0.981,0.965
241,41,34.46052932739258,37.93448257446289,0.975,0.976
242,42,30.770923614501953,36.582000732421875,0.98,0.974
243,43,44.99144744873047,45.103233337402344,0.968,0.969
244,44,37.07026290893555,76.26116943359375,0.976,0.963
245,45,37.773136138916016,28.689170837402344,0.975,0.982
246,46,35.7960090637207,34.56023025512695,0.979,0.977
247,47,36.53512191772461,151.61734008789062,0.975,0.935
248,48,52.69452667236328,51.806678771972656,0.968,0.971
249,49,33.03419876098633,50.765167236328125,0.975,0.972
250,50,30.405515670776367,50.604461669921875,0.977,0.968
251,51,38.37007141113281,66.79951477050781,0.974,0.965
252,52,33.25674819946289,43.563514709472656,0.974,0.967
253,53,33.75178146362305,52.94833755493164,0.978,0.967
254,54,35.323158264160156,181.65328979492188,0.977,0.916
255,55,51.44390869140625,35.67295837402344,0.967,0.973
256,56,30.20945167541504,44.83313751220703,0.979,0.965
257,57,32.041778564453125,55.655738830566406,0.977,0.959
258,58,35.02629470825195,35.165863037109375,0.975,0.974
259,59,33.27670669555664,58.97123718261719,0.979,0.957
260,60,32.85348129272461,49.29781723022461,0.976,0.964
261,61,33.34822463989258,48.44086456298828,0.975,0.968
262,62,33.457523345947266,31.674131393432617,0.978,0.977
263,63,31.919645309448242,31.649959564208984,0.977,0.982
264,64,26.718616485595703,33.80353927612305,0.981,0.976
265,65,31.748191833496094,44.39503479003906,0.977,0.975
266,66,30.840246200561523,35.5654182434082,0.978,0.974
267,67,29.527278900146484,31.944650650024414,0.979,0.977
268,68,29.095455169677734,52.31218719482422,0.979,0.965
269,69,29.58237075805664,39.85313415527344,0.979,0.975
270,70,29.233814239501953,57.9635124206543,0.979,0.965
271,71,30.882429122924805,40.70471954345703,0.979,0.969
272,72,33.50163650512695,35.2473030090332,0.977,0.974
273,73,31.90019416809082,46.48830032348633,0.976,0.968
274,74,28.481597900390625,105.47463989257812,0.982,0.951
275,75,31.791236877441406,43.57353591918945,0.981,0.973
276,76,24.73853874206543,48.905643463134766,0.984,0.969
277,77,25.497112274169922,41.04607009887695,0.981,0.972
278,78,30.975404739379883,32.580909729003906,0.98,0.977
279,79,24.847143173217773,42.00072479248047,0.985,0.972
280,80,29.612157821655273,44.00645446777344,0.981,0.971
281,81,31.455148696899414,52.832366943359375,0.979,0.965
282,82,27.57145118713379,89.3658676147461,0.98,0.953
283,83,28.161441802978516,38.147464752197266,0.985,0.976
284,84,29.665605545043945,34.15388488769531,0.982,0.974
285,85,20.93400764465332,38.834983825683594,0.986,0.975
286,86,23.2296142578125,25.744436264038086,0.987,0.986
287,87,23.535659790039062,40.3328857421875,0.987,0.978
288,88,25.352184295654297,40.06086730957031,0.981,0.97
289,89,25.46683692932129,34.79182434082031,0.984,0.977
290,90,22.044572830200195,37.53644561767578,0.985,0.973
291,91,24.0510311126709,30.075332641601562,0.984,0.986
292,92,29.1231632232666,35.95085144042969,0.983,0.975
293,93,26.56647300720215,35.02674865722656,0.982,0.976
294,94,26.766963958740234,47.17112350463867,0.982,0.968
295,95,30.000581741333008,41.2840461730957,0.978,0.972
296,96,19.88202667236328,46.27686309814453,0.985,0.969
297,97,21.19837188720703,48.16225814819336,0.984,0.967
298,98,25.826278686523438,53.760074615478516,0.982,0.965
299,99,24.203195571899414,42.18828201293945,0.985,0.968
300,0,457.99273681640625,341.24395751953125,0.618,0.66
301,1,319.2629089355469,220.94900512695312,0.775,0.827
302,2,189.52633666992188,210.14059448242188,0.877,0.849
303,3,214.802978515625,101.9894790649414,0.886,0.961
304,4,143.1954803466797,83.54212188720703,0.92,0.969
305,5,123.40432739257812,82.16407012939453,0.935,0.963
306,6,110.22856903076172,82.6565170288086,0.946,0.96
307,7,115.50180053710938,83.54238891601562,0.935,0.954
308,8,112.9585952758789,88.96566009521484,0.941,0.945
309,9,109.74050903320312,78.83539581298828,0.94,0.952
310,10,92.25409698486328,71.83609771728516,0.951,0.956
311,11,99.61550903320312,65.02043914794922,0.946,0.96
312,12,95.37637329101562,60.52708053588867,0.945,0.963
313,13,87.26683044433594,59.322479248046875,0.946,0.963
314,14,76.4526596069336,57.24721908569336,0.957,0.965
315,15,79.54058837890625,52.773677825927734,0.955,0.967
316,16,76.37493133544922,52.896812438964844,0.953,0.967
317,17,70.16657257080078,68.77790069580078,0.959,0.954
318,18,66.19780731201172,59.8505744934082,0.958,0.961
319,19,59.274070739746094,64.95899963378906,0.961,0.955
320,20,56.76137161254883,61.1452522277832,0.962,0.961
321,21,57.75284194946289,65.66374969482422,0.961,0.955
322,22,54.5195198059082,60.25200653076172,0.967,0.959
323,23,43.776187896728516,63.30295181274414,0.976,0.958
324,24,48.60530090332031,62.61397171020508,0.973,0.96
325,25,54.76511001586914,73.545166015625,0.967,0.955
326,26,43.72861099243164,71.07147216796875,0.976,0.956
327,27,44.354347229003906,63.66619110107422,0.975,0.957
328,28,42.78594970703125,91.3927993774414,0.976,0.946
329,29,44.32564926147461,83.49053955078125,0.975,0.948
330,30,34.18973159790039,46.328121185302734,0.983,0.966
331,31,46.40358352661133,86.78302764892578,0.972,0.947
332,32,43.43872833251953,49.55751037597656,0.975,0.965
333,33,55.89149475097656,101.06600189208984,0.965,0.942
334,34,48.087501525878906,47.57648468017578,0.971,0.964
335,35,46.74324417114258,52.023826599121094,0.975,0.961
336,36,38.88982391357422,36.61087417602539,0.98,0.973
337,37,34.680397033691406,69.81795501708984,0.981,0.96
338,38,33.20843505859375,69.92269134521484,0.983,0.963
339,39,31.89320945739746,74.29631042480469,0.983,0.957
340,40,38.507442474365234,46.74012756347656,0.98,0.97
341,41,40.60524368286133,67.38776397705078,0.973,0.96
342,42,33.02737808227539,38.92329406738281,0.982,0.97
343,43,27.94222068786621,42.2428092956543,0.985,0.97
344,44,37.99663543701172,63.90868377685547,0.978,0.965
345,45,29.688629150390625,35.422542572021484,0.984,0.975
346,46,33.29966354370117,46.754295349121094,0.98,0.967
347,47,31.94959259033203,74.11863708496094,0.984,0.958
348,48,33.58063888549805,36.00962829589844,0.981,0.977
349,49,34.898231506347656,35.814212799072266,0.981,0.978
350,50,33.30339050292969,37.07952117919922,0.981,0.976
351,51,39.73069763183594,52.77029037475586,0.978,0.965
352,52,29.62834358215332,48.03545379638672,0.983,0.968
353,53,41.27593231201172,35.79608917236328,0.978,0.976
354,54,38.72539138793945,35.75568771362305,0.982,0.976
355,55,37.25962448120117,39.72526550292969,0.977,0.978
356,56,23.933395385742188,32.127079010009766,0.989,0.98
357,57,26.489154815673828,35.149818420410156,0.982,0.981
358,58,26.147811889648438,56.95895004272461,0.985,0.965
359,59,28.315391540527344,61.524044036865234,0.982,0.964
360,60,41.678955078125,34.7188606262207,0.972,0.976
361,61,32.487571716308594,41.09713363647461,0.985,0.97
362,62,21.858848571777344,65.28257751464844,0.986,0.956
363,63,37.58622741699219,31.629528045654297,0.978,0.981
364,64,36.46775817871094,35.36688232421875,0.976,0.974
365,65,27.328737258911133,58.01723861694336,0.984,0.962
366,66,37.24512481689453,37.71430587768555,0.978,0.97
367,67,31.214418411254883,48.32355499267578,0.981,0.966
368,68,29.42136573791504,32.38560104370117,0.984,0.975
369,69,35.962615966796875,30.275230407714844,0.979,0.98
370,70,21.48857879638672,42.725860595703125,0.987,0.971
371,71,32.78462219238281,32.888999938964844,0.982,0.979
372,72,33.19859313964844,32.864830017089844,0.981,0.981
373,73,23.692455291748047,62.5129508972168,0.986,0.959
374,74,31.773561477661133,32.15224838256836,0.978,0.981
375,75,21.02308464050293,38.75637435913086,0.989,0.974
376,76,27.195919036865234,36.43272399902344,0.986,0.976
377,77,36.18443298339844,27.948806762695312,0.978,0.984
378,78,26.776479721069336,45.49562454223633,0.982,0.971
379,79,30.51215171813965,33.012603759765625,0.979,0.982
380,80,19.411346435546875,49.36796188354492,0.988,0.97
381,81,31.258893966674805,30.677465438842773,0.981,0.981
382,82,28.010305404663086,30.727190017700195,0.985,0.981
383,83,25.492088317871094,33.285423278808594,0.985,0.978
384,84,22.12557601928711,50.99811935424805,0.989,0.966
385,85,30.60366439819336,24.118938446044922,0.982,0.985
386,86,24.480342864990234,32.176761627197266,0.986,0.982
387,87,21.083847045898438,33.1640739440918,0.991,0.981
388,88,19.943374633789062,43.13091278076172,0.989,0.974
389,89,30.849668502807617,35.824073791503906,0.983,0.98
390,90,27.928081512451172,37.06575012207031,0.981,0.977
391,91,16.681243896484375,86.9339599609375,0.991,0.953
392,92,28.570100784301758,39.292537689208984,0.983,0.978
393,93,33.96613693237305,37.80976104736328,0.982,0.976
394,94,25.521045684814453,43.00466537475586,0.987,0.977
395,95,22.694129943847656,52.987037658691406,0.985,0.964
396,96,28.891616821289062,46.38706970214844,0.982,0.973
397,97,33.44867706298828,36.68967819213867,0.979,0.977
398,98,18.228269577026367,52.9174919128418,0.991,0.964
399,99,25.57437515258789,46.55713653564453,0.984,0.969
400,0,479.86871337890625,395.1219177246094,0.606,0.702
401,1,400.5010681152344,244.3849334716797,0.759,0.857
402,2,222.23416137695312,236.4856719970703,0.85,0.849
403,3,169.56687927246094,170.90220642089844,0.892,0.885
404,4,138.294677734375,151.44760131835938,0.923,0.904
405,5,118.62523651123047,91.32804107666016,0.933,0.937
406,6,100.8811264038086,73.92497253417969,0.942,0.952
407,7,90.46150207519531,70.01425170898438,0.948,0.951
408,8,87.36592864990234,66.99761199951172,0.953,0.956
409,9,85.04360961914062,64.29472351074219,0.953,0.958
410,10,76.1281967163086,57.21385955810547,0.959,0.964
411,11,74.42070007324219,61.83037185668945,0.95,0.965
412,12,72.67679595947266,58.49647903442383,0.96,0.964
413,13,71.63469696044922,51.04362869262695,0.958,0.966
414,14,64.78184509277344,54.85456466674805,0.961,0.968
415,15,64.95148468017578,49.88715744018555,0.959,0.969
416,16,65.75970458984375,55.92047882080078,0.959,0.965
417,17,57.955440521240234,50.208614349365234,0.965,0.966
418,18,55.312870025634766,52.012123107910156,0.966,0.965
419,19,53.343223571777344,50.3684196472168,0.967,0.97
420,20,56.265018463134766,54.09638977050781,0.967,0.963
421,21,53.13583755493164,55.58207321166992,0.97,0.961
422,22,49.508182525634766,55.26552200317383,0.968,0.967
423,23,52.618553161621094,51.65620040893555,0.969,0.968
424,24,47.18045425415039,53.13285827636719,0.968,0.969
425,25,44.645050048828125,52.3661003112793,0.973,0.972
426,26,46.59419250488281,48.3756103515625,0.967,0.973
427,27,41.597373962402344,48.89622497558594,0.973,0.974
428,28,45.952064514160156,45.03104019165039,0.968,0.975
429,29,40.60326385498047,42.29999923706055,0.974,0.974
430,30,36.485713958740234,41.622169494628906,0.975,0.975
431,31,35.84347915649414,39.58881378173828,0.977,0.976
432,32,36.00773620605469,43.88297653198242,0.974,0.976
433,33,35.58347702026367,40.67338562011719,0.974,0.974
434,34,33.382286071777344,40.023223876953125,0.978,0.975
435,35,36.3759651184082,40.5883674621582,0.976,0.977
436,36,33.657859802246094,39.04503631591797,0.979,0.975
437,37,37.40333938598633,47.07300567626953,0.978,0.973
438,38,33.48588943481445,40.025299072265625,0.978,0.977
439,39,35.53113555908203,37.48802185058594,0.975,0.974
440,40,31.317514419555664,35.789825439453125,0.982,0.975
441,41,37.2287712097168,37.474327087402344,0.977,0.974
442,42,29.713481903076172,45.32989501953125,0.983,0.974
443,43,37.0372200012207,34.45474624633789,0.977,0.977
444,44,32.300540924072266,39.26750564575195,0.982,0.973
445,45,38.20540237426758,38.922386169433594,0.975,0.975
446,46,29.993011474609375,33.748661041259766,0.983,0.975
447,47,25.627445220947266,43.008670806884766,0.987,0.975
448,48,34.832115173339844,40.21900939941406,0.982,0.972
449,49,34.99161911010742,35.07688903808594,0.98,0.974
450,50,34.152130126953125,32.74283218383789,0.98,0.975
451,51,31.898473739624023,33.062034606933594,0.982,0.973
452,52,28.594911575317383,33.02259063720703,0.983,0.978
453,53,31.379018783569336,41.85533142089844,0.986,0.971
454,54,30.565170288085938,38.58183670043945,0.98,0.971
455,55,33.85040283203125,40.394805908203125,0.978,0.974
456,56,37.008121490478516,32.877716064453125,0.975,0.976
457,57,34.88298416137695,29.356103897094727,0.978,0.979
458,58,31.860443115234375,40.380123138427734,0.98,0.974
459,59,29.032819747924805,38.7606201171875,0.982,0.972
460,60,27.93248176574707,34.94817352294922,0.983,0.972
461,61,32.28544998168945,38.62557601928711,0.984,0.972
462,62,31.649913787841797,39.4008903503418,0.982,0.972
463,63,31.402862548828125,39.63685607910156,0.978,0.971
464,64,34.615718841552734,36.72771453857422,0.978,0.974
465,65,26.25738525390625,36.8558349609375,0.986,0.974
466,66,26.13542366027832,37.55198669433594,0.985,0.976
467,67,29.937679290771484,40.85221862792969,0.981,0.971
468,68,31.554636001586914,37.527225494384766,0.978,0.975
469,69,25.743755340576172,31.884714126586914,0.984,0.977
470,70,26.12931251525879,36.54931640625,0.985,0.975
471,71,28.57636260986328,38.359806060791016,0.984,0.976
472,72,25.581649780273438,35.708824157714844,0.985,0.977
473,73,30.739606857299805,40.878910064697266,0.981,0.974
474,74,32.817726135253906,40.58139419555664,0.979,0.973
475,75,26.61031150817871,44.326019287109375,0.984,0.973
476,76,25.3336238861084,32.78997802734375,0.985,0.974
477,77,32.11021041870117,42.021244049072266,0.98,0.966
478,78,25.528520584106445,34.15572738647461,0.987,0.974
479,79,23.534549713134766,36.80586624145508,0.985,0.974
480,80,26.44668197631836,41.068077087402344,0.987,0.973
481,81,27.782791137695312,39.955196380615234,0.986,0.975
482,82,27.48497200012207,39.200721740722656,0.985,0.975
483,83,29.065290451049805,33.93745422363281,0.981,0.974
484,84,24.241910934448242,43.231563568115234,0.984,0.972
485,85,27.373334884643555,42.331932067871094,0.983,0.972
486,86,29.531658172607422,42.07633590698242,0.98,0.972
487,87,25.062095642089844,39.08342361450195,0.987,0.974
488,88,27.987934112548828,36.582088470458984,0.984,0.974
489,89,27.62800407409668,36.05491638183594,0.981,0.977
490,90,26.955984115600586,38.443782806396484,0.983,0.973
491,91,27.009334564208984,38.218727111816406,0.985,0.977
492,92,23.731170654296875,43.01188278198242,0.987,0.972
493,93,25.979368209838867,45.6561164855957,0.985,0.972
494,94,32.84922790527344,39.594764709472656,0.98,0.976
495,95,26.191347122192383,41.91842269897461,0.985,0.972
496,96,34.34917449951172,37.21818923950195,0.978,0.975
497,97,29.097108840942383,35.55512237548828,0.984,0.976
